disease_names,where,count
MYO7A-related_disorder;Usher_syndrome;Rare_genetic_deafness;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Usher_syndrome_type_1B,center,1
MYO7A-related_disorder;Usher_syndrome;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,center,1
MYO7A-related_disorder;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,1
MYO7A-related_disorder;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,1
MYO7A-related_disorder;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11,center,2
MYO7A-related_disorder;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome;Inborn_genetic_diseases;Retinal_dystrophy;Autosomal_dominant_nonsyndromic_hearing_loss_11,center,1
MYO7A-related_disorder;Usher_syndrome_type_1;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11,center,1
MYO7A-related_disorder;Usher_syndrome_type_1;Rare_genetic_deafness;Retinal_dystrophy;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11,center,1
MYO7A-related_disorder;Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Inborn_genetic_diseases,center,1
MYO7A-related_disorder;Usher_syndrome_type_1B,center,9
MYO7A-related_disorder;Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Hearing_impairment,center,1
Macrothrombocytopenia;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_17;MYH9-related_disorder,center,1
Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss,center,81
Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_17,center,65
Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_17;Glomerulonephritis,center,1
Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_17;Inborn_genetic_diseases,center,5
Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_17;MYH9-related_disorder,center,5
Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_17;Nephrotic_syndrome;Inborn_genetic_diseases,center,1
Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;Inborn_genetic_diseases,center,2
Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_17,center,1
Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;MYH9-related_disorder,center,4
Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;MYH9-related_disorder;Atypical_hemolytic-uremic_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_17,center,1
Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;MYH9-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_17,center,4
Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;Macrothrombocytopenia,center,1
Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;Thrombocytopenia;Abnormal_bleeding;Autosomal_dominant_nonsyndromic_hearing_loss_17;MYH9-related_disorder,center,1
"Macular_degeneration,_X-linked_atrophic;X-linked_cone-rod_dystrophy_1;Retinitis_pigmentosa_3;Retinitis_pigmentosa,_X-linked,_and_sinorespiratory_infections,_with_or_without_deafness",center,1
"Macular_degeneration,_X-linked_atrophic;X-linked_cone-rod_dystrophy_1;Retinitis_pigmentosa_3;Retinitis_pigmentosa,_X-linked,_and_sinorespiratory_infections,_with_or_without_deafness;Primary_ciliary_dyskinesia",center,1
Mandibular_hypoplasia-deafness-progeroid_syndrome,center,6
"Mandibular_hypoplasia-deafness-progeroid_syndrome;Colorectal_cancer,_susceptibility_to,_10",center,2
"Mandibular_hypoplasia-deafness-progeroid_syndrome;Colorectal_cancer,_susceptibility_to,_10;Hereditary_cancer-predisposing_syndrome",center,4
"Mandibular_hypoplasia-deafness-progeroid_syndrome;Colorectal_cancer,_susceptibility_to,_10;Hereditary_cancer-predisposing_syndrome;Carcinoma_of_colon",center,1
"Mandibular_hypoplasia-deafness-progeroid_syndrome;Colorectal_cancer,_susceptibility_to,_10;Hereditary_cancer-predisposing_syndrome;Immunodeficiency_120",center,2
"Mandibular_hypoplasia-deafness-progeroid_syndrome;Colorectal_cancer,_susceptibility_to,_10;Immunodeficiency_120",center,2
"Mandibular_hypoplasia-deafness-progeroid_syndrome;Colorectal_cancer,_susceptibility_to,_10;Immunodeficiency_120;Hereditary_cancer-predisposing_syndrome;Hereditary_cancer",center,1
"Mandibular_hypoplasia-deafness-progeroid_syndrome;Colorectal_cancer,_susceptibility_to,_10;POLD1-related_disorder",center,1
"Mandibular_hypoplasia-deafness-progeroid_syndrome;Colorectal_cancer,_susceptibility_to,_10;POLD1-related_disorder;Hereditary_cancer-predisposing_syndrome",center,1
"Mandibular_hypoplasia-deafness-progeroid_syndrome;Familial_colorectal_cancer;Colorectal_cancer,_susceptibility_to,_10;Hereditary_cancer-predisposing_syndrome",center,1
Mandibular_hypoplasia-deafness-progeroid_syndrome;Hereditary_cancer-predisposing_syndrome,center,2
"Mandibular_hypoplasia-deafness-progeroid_syndrome;Hereditary_cancer-predisposing_syndrome;Colorectal_cancer,_susceptibility_to,_10",center,1
"Mandibular_hypoplasia-deafness-progeroid_syndrome;Immunodeficiency_120;Colorectal_cancer,_susceptibility_to,_10;Hereditary_cancer-predisposing_syndrome",center,9
"Mandibular_hypoplasia-deafness-progeroid_syndrome;Immunodeficiency_120;Colorectal_cancer,_susceptibility_to,_10;POLD1-related_disorder;Hereditary_cancer-predisposing_syndrome",center,1
"Marshall_syndrome;Fibrochondrogenesis_1;Intervertebral_disc_disorder;Stickler_syndrome_type_2;Hearing_loss,_autosomal_dominant_37",center,1
"Marshall_syndrome;Stickler_syndrome_type_2;Hearing_loss,_autosomal_dominant_37",center,1
"Marshall_syndrome;Stickler_syndrome_type_2;Hearing_loss,_autosomal_dominant_37;Fibrochondrogenesis_1;Intervertebral_disc_disorder",center,1
"Marshall_syndrome;Stickler_syndrome_type_2;Intervertebral_disc_disorder;Hearing_loss,_autosomal_dominant_37;Fibrochondrogenesis_1",center,2
"Megaloblastic_anemia,_thiamine-responsive,_with_diabetes_mellitus_and_sensorineural_deafness",center,114
"Megaloblastic_anemia,_thiamine-responsive,_with_diabetes_mellitus_and_sensorineural_deafness;Ear_malformation",center,1
"Megaloblastic_anemia,_thiamine-responsive,_with_diabetes_mellitus_and_sensorineural_deafness;Inborn_genetic_diseases",center,7
"Megaloblastic_anemia,_thiamine-responsive,_with_diabetes_mellitus_and_sensorineural_deafness;Inborn_genetic_diseases;Thiamine-responsive_megaloblastic_anemia",center,1
"Megaloblastic_anemia,_thiamine-responsive,_with_diabetes_mellitus_and_sensorineural_deafness;Monogenic_diabetes",center,1
"Megaloblastic_anemia,_thiamine-responsive,_with_diabetes_mellitus_and_sensorineural_deafness;Monogenic_diabetes;Thiamine-responsive_megaloblastic_anemia",center,1
"Megaloblastic_anemia,_thiamine-responsive,_with_diabetes_mellitus_and_sensorineural_deafness;Thiamine-responsive_megaloblastic_anemia",center,20
Melnick-Fraser_syndrome;Rare_genetic_deafness;Branchiootorenal_syndrome_1;EYA1-related_disorder;Otofaciocervical_syndrome_1;Branchiootic_syndrome_1,center,1
Meniere_disease,center,2
Meniere_disease;Autosomal_dominant_nonsyndromic_hearing_loss_4A,center,1
Meniere_disease;Autosomal_recessive_nonsyndromic_hearing_loss_28;Hearing_impairment,center,1
Meniere_disease;Autosomal_recessive_nonsyndromic_hearing_loss_84B;Rare_genetic_deafness,center,1
"Meniere_disease;Hearing_loss,_autosomal_dominant_37",center,1
Meniere_disease;MYH9-related_disorder;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_17,center,1
Meniere_disease;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;MYO7A-related_disorder,center,1
Meniere_disease;Usher_syndrome_type_1B,center,1
Meniere_disease;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1,center,1
Metachromatic_leukodystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Galactosylceramide_beta-galactosidase_deficiency;Atypical_Gaucher_Disease;Combined_PSAP_deficiency,center,2
Metachromatic_leukodystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Galactosylceramide_beta-galactosidase_deficiency;Combined_PSAP_deficiency;Atypical_Gaucher_Disease,center,1
Metachromatic_leukodystrophy;CDH23-related_disorder;Sphingolipid_activator_protein_1_deficiency;Gaucher_disease_due_to_saposin_C_deficiency;Atypical_Gaucher_Disease;Combined_PSAP_deficiency;Krabbe_disease_due_to_saposin_A_deficiency;Galactosylceramide_beta-galactosidase_deficiency,center,1
"Metachromatic_leukodystrophy;Galactosylceramide_beta-galactosidase_deficiency;Retinitis_pigmentosa-deafness_syndrome;Atypical_Gaucher_Disease;Combined_PSAP_deficiency;Autosomal_recessive_nonsyndromic_hearing_loss_12;Hearing_loss,_autosomal_recessive;Usher_syndrome_type_1D",center,1
"Metachromatic_leukodystrophy;Galactosylceramide_beta-galactosidase_deficiency;Usher_syndrome_type_1;Retinitis_pigmentosa-deafness_syndrome;Atypical_Gaucher_Disease;Combined_PSAP_deficiency;Autosomal_recessive_nonsyndromic_hearing_loss_12;Hearing_loss,_autosomal_recessive;Usher_syndrome_type_1D",center,1
Metachromatic_leukodystrophy;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Galactosylceramide_beta-galactosidase_deficiency;Combined_PSAP_deficiency;Atypical_Gaucher_Disease,center,1
Microcephaly;Global_developmental_delay;Short_stature;Sensorineural_hearing_loss_disorder,center,1
"Microcephaly_5,_primary,_autosomal_recessive;Pendred_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_4",center,1
Mild_proteinuria;Unilateral_deafness;Microscopic_hematuria,center,1
"Mitochondrial_DNA_depletion_syndrome_14_(cardioencephalomyopathic_type);Abortive_cerebellar_ataxia;Optic_atrophy_with_or_without_deafness,_ophthalmoplegia,_myopathy,_ataxia,_and_neuropathy;Autosomal_dominant_optic_atrophy_classic_form",center,1
"Mitochondrial_DNA_depletion_syndrome_14_(cardioencephalomyopathic_type);Optic_atrophy_with_or_without_deafness,_ophthalmoplegia,_myopathy,_ataxia,_and_neuropathy;Autosomal_dominant_optic_atrophy_classic_form",center,1
"Mitochondrial_DNA_depletion_syndrome_8a;Progressive_external_ophthalmoplegia_with_mitochondrial_DNA_deletions,_autosomal_dominant_5;Rod-cone_dystrophy,_sensorineural_deafness,_and_Fanconi-type_renal_dysfunction",center,1
"Mitochondrial_DNA_depletion_syndrome_8a;Progressive_external_ophthalmoplegia_with_mitochondrial_DNA_deletions,_autosomal_dominant_5;Rod-cone_dystrophy,_sensorineural_deafness,_and_Fanconi-type_renal_dysfunction;Inborn_genetic_diseases",center,1
"Mitochondrial_DNA_depletion_syndrome_8a;Progressive_external_ophthalmoplegia_with_mitochondrial_DNA_deletions,_autosomal_dominant_5;Rod-cone_dystrophy,_sensorineural_deafness,_and_Fanconi-type_renal_dysfunction;RRM2B-related_disorder",center,2
"Mitochondrial_DNA_depletion_syndrome_8a;Rod-cone_dystrophy,_sensorineural_deafness,_and_Fanconi-type_renal_dysfunction;Progressive_external_ophthalmoplegia_with_mitochondrial_DNA_deletions,_autosomal_dominant_5",center,8
"Mitochondrial_DNA_depletion_syndrome_8a;Rod-cone_dystrophy,_sensorineural_deafness,_and_Fanconi-type_renal_dysfunction;Progressive_external_ophthalmoplegia_with_mitochondrial_DNA_deletions,_autosomal_dominant_5;Idiopathic_camptocormia;RRM2B-related_mitochondrial_disease",center,1
"Mitochondrial_DNA_depletion_syndrome_8a;Rod-cone_dystrophy,_sensorineural_deafness,_and_Fanconi-type_renal_dysfunction;Progressive_external_ophthalmoplegia_with_mitochondrial_DNA_deletions,_autosomal_dominant_5;RRM2B-related_disorder",center,1
"Mitochondrial_DNA_depletion_syndrome_8a;Rod-cone_dystrophy,_sensorineural_deafness,_and_Fanconi-type_renal_dysfunction;Progressive_external_ophthalmoplegia_with_mitochondrial_DNA_deletions,_autosomal_dominant_5;RRM2B-related_mitochondrial_disease",center,5
"Mitochondrial_DNA_depletion_syndrome_8a;Rod-cone_dystrophy,_sensorineural_deafness,_and_Fanconi-type_renal_dysfunction;RRM2B-related_mitochondrial_disease",center,1
Mitochondrial_complex_III_deficiency_nuclear_type_1;GRACILE_syndrome;Pili_torti-deafness_syndrome,center,9
Mitochondrial_complex_III_deficiency_nuclear_type_1;GRACILE_syndrome;Pili_torti-deafness_syndrome;Leigh_syndrome,center,1
Mitochondrial_complex_III_deficiency_nuclear_type_1;Pili_torti-deafness_syndrome;GRACILE_syndrome,center,8
Mitochondrial_complex_III_deficiency_nuclear_type_1;Pili_torti-deafness_syndrome;GRACILE_syndrome;Inborn_genetic_diseases,center,2
"Mitochondrial_disease;Optic_atrophy_with_or_without_deafness,_ophthalmoplegia,_myopathy,_ataxia,_and_neuropathy;Autosomal_dominant_optic_atrophy_classic_form",center,1
"Mitochondrial_disease;Optic_atrophy_with_or_without_deafness,_ophthalmoplegia,_myopathy,_ataxia,_and_neuropathy;Autosomal_dominant_optic_atrophy_classic_form;Optic_atrophy",center,1
Mitochondrial_myopathy-lactic_acidosis-deafness_syndrome,center,27
Mitochondrial_myopathy-lactic_acidosis-deafness_syndrome;Inborn_genetic_diseases,center,2
Monocytopenia_with_susceptibility_to_infections;Acute_myeloid_leukemia;Deafness-lymphedema-leukemia_syndrome;Myelodysplastic_syndrome;GATA2_deficiency_with_susceptibility_to_MDS/AML,center,1
Monocytopenia_with_susceptibility_to_infections;Acute_myeloid_leukemia;Inborn_genetic_diseases;Deafness-lymphedema-leukemia_syndrome,center,1
Monocytopenia_with_susceptibility_to_infections;Deafness-lymphedema-leukemia_syndrome,center,187
Monocytopenia_with_susceptibility_to_infections;Deafness-lymphedema-leukemia_syndrome;Acute_myeloid_leukemia,center,6
Monocytopenia_with_susceptibility_to_infections;Deafness-lymphedema-leukemia_syndrome;Acute_myeloid_leukemia;Inborn_genetic_diseases,center,1
Monocytopenia_with_susceptibility_to_infections;Deafness-lymphedema-leukemia_syndrome;GATA2-related_disorder;GATA2_deficiency_with_susceptibility_to_MDS/AML,center,1
Monocytopenia_with_susceptibility_to_infections;Deafness-lymphedema-leukemia_syndrome;GATA2-related_disorder;Inborn_genetic_diseases;Myelodysplastic_syndrome;Acute_myeloid_leukemia,center,1
Monocytopenia_with_susceptibility_to_infections;Deafness-lymphedema-leukemia_syndrome;GATA2_deficiency_with_susceptibility_to_MDS/AML,center,2
Monocytopenia_with_susceptibility_to_infections;Deafness-lymphedema-leukemia_syndrome;Hereditary_cancer-predisposing_syndrome;Inborn_genetic_diseases,center,3
Monocytopenia_with_susceptibility_to_infections;Deafness-lymphedema-leukemia_syndrome;Inborn_genetic_diseases,center,34
Monocytopenia_with_susceptibility_to_infections;Deafness-lymphedema-leukemia_syndrome;Inborn_genetic_diseases;Acute_myeloid_leukemia,center,6
Monocytopenia_with_susceptibility_to_infections;Deafness-lymphedema-leukemia_syndrome;Inborn_genetic_diseases;Acute_myeloid_leukemia;GATA2-related_disorder,center,1
Monocytopenia_with_susceptibility_to_infections;Deafness-lymphedema-leukemia_syndrome;Inborn_genetic_diseases;Hereditary_cancer-predisposing_syndrome,center,1
Monocytopenia_with_susceptibility_to_infections;Deafness-lymphedema-leukemia_syndrome;Inborn_genetic_diseases;Myelodysplastic_syndrome;Acute_myeloid_leukemia,center,1
Monocytopenia_with_susceptibility_to_infections;Deafness-lymphedema-leukemia_syndrome;Myelodysplastic_syndrome;Acute_myeloid_leukemia,center,1
Monocytopenia_with_susceptibility_to_infections;Deafness-lymphedema-leukemia_syndrome;Myelodysplastic_syndrome;Acute_myeloid_leukemia;GATA2_deficiency_with_susceptibility_to_MDS/AML,center,1
Monocytopenia_with_susceptibility_to_infections;GATA2_deficiency_with_susceptibility_to_MDS/AML;Deafness-lymphedema-leukemia_syndrome,center,1
Monocytopenia_with_susceptibility_to_infections;Inborn_genetic_diseases;Deafness-lymphedema-leukemia_syndrome,center,1
Monogenic_diabetes;Cataract_41;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Wolfram-like_syndrome,center,1
Monogenic_diabetes;Diabetes_mellitus;WFS1-Related_Spectrum_Disorders;Wolfram-like_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_6;Cataract_41;Type_2_diabetes_mellitus;Wolfram_syndrome_1,center,1
Monogenic_diabetes;Inborn_genetic_diseases;Wolfram-like_syndrome;Cataract_41;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Wolfram_syndrome_1,center,1
"Monogenic_diabetes;Keratoderma-ichthyosis-deafness_syndrome,_autosomal_recessive",center,1
"Monogenic_diabetes;Megaloblastic_anemia,_thiamine-responsive,_with_diabetes_mellitus_and_sensorineural_deafness",center,1
Monogenic_diabetes;WFS1-Related_Spectrum_Disorders;Cataract_41;Wolfram-like_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Wolfram_syndrome_1,center,1
Monogenic_diabetes;WFS1-Related_Spectrum_Disorders;Hereditary_ataxia;Wolfram-like_syndrome;Type_2_diabetes_mellitus;Autosomal_dominant_nonsyndromic_hearing_loss_6;Wolfram_syndrome_1;Cataract_41;Inborn_genetic_diseases,center,1
Monogenic_diabetes;WFS1-Related_Spectrum_Disorders;Inborn_genetic_diseases;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6,center,1
Monogenic_diabetes;WFS1-Related_Spectrum_Disorders;Meniere_disease;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6,center,1
Monogenic_diabetes;WFS1-Related_Spectrum_Disorders;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6,center,3
Monogenic_diabetes;WFS1-related_disorder;WFS1-Related_Spectrum_Disorders;Autosomal_dominant_nonsyndromic_hearing_loss_6;Inborn_genetic_diseases;Wolfram_syndrome_1,center,1
Monogenic_diabetes;WFS1-related_disorder;WFS1-Related_Spectrum_Disorders;Inborn_genetic_diseases;Wolfram_syndrome_1;Type_2_diabetes_mellitus;Autosomal_dominant_nonsyndromic_hearing_loss_6;Wolfram-like_syndrome;Cataract_41;Retinal_dystrophy;Optic_atrophy,center,1
Monogenic_diabetes;Wolfram-like_syndrome;Cataract_41;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus;Wolfram_syndrome_1,center,2
Monogenic_diabetes;Wolfram_syndrome_1;Type_2_diabetes_mellitus;Inborn_genetic_diseases;Wolfram-like_syndrome;Cataract_41;Autosomal_dominant_nonsyndromic_hearing_loss_6,center,1
"Movement_disorder;Microcephaly;Sparse_hair;Pili_torti-deafness_syndrome;Intellectual_disability,_severe;GRACILE_syndrome;Mitochondrial_complex_III_deficiency_nuclear_type_1;Intellectual_disability",center,1
"Movement_disorder;Microcephaly;Sparse_hair;Pili_torti-deafness_syndrome;Intellectual_disability,_severe;Intellectual_disability",center,1
Multicentric_carpo-tarsal_osteolysis_with_or_without_nephropathy;Duane_retraction_syndrome_3_with_or_without_deafness,center,4
Multicentric_carpo-tarsal_osteolysis_with_or_without_nephropathy;Duane_retraction_syndrome_3_with_or_without_deafness;Inborn_genetic_diseases,center,1
Multicentric_carpo-tarsal_osteolysis_with_or_without_nephropathy;Duane_retraction_syndrome_3_with_or_without_deafness;MAFB-related_disorder;Inborn_genetic_diseases,center,1
Mutilating_keratoderma,center,1
"Mutilating_keratoderma;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A",center,1
"Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Autosomal_recessive_nonsyndromic_hearing_loss_1A",center,1
"Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;X-linked_mixed_hearing_loss_with_perilymphatic_gusher",center,3
"Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Hearing_loss,_autosomal_recessive;Keratitis_ichthyosis_and_deafness_syndrome;Nonsyndromic_Hearing_Loss,_Dominant",center,1
"Mutilating_keratoderma;Palmoplantar_keratoderma-deafness_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1A",center,1
"Mutilating_keratoderma;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Nonsyndromic_genetic_hearing_loss;GJB2-related_disorder;Hearing_loss,_autosomal_recessive;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Hearing_impairment;Nonsyndromic_Deafness",center,1
"Mutilating_keratoderma;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Nonsyndromic_genetic_hearing_loss;GJB2-related_disorder;Rare_genetic_deafness;Hearing_impairment",center,1
"Mutilating_keratoderma;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Deafness;Hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Nonsyndromic_genetic_hearing_loss;GJB2-related_disorder;Rare_genetic_deafness;Hearing_loss,_autosomal_recessive;Deafness,_digenic,_GJB2/GJB6;Autosomal_recessive_nonsyndromic_hearing_loss_104;Intellectual_disability;Hereditary_palmoplantar_keratoderma;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Inborn_genetic_diseases;Hearing_impairment;Bilateral_conductive_hearing_impairment;Bilateral_sensorineural_hearing_impairment;Severe_sensorineural_hearing_impairment;Ear_malformation",center,1
"Mutilating_keratoderma;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;GJB2-related_disorder;Rare_genetic_deafness;Hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Autism_spectrum_disorder;Deafness,_digenic,_GJB2/GJB3;Hearing_impairment",center,1
"Mutilating_keratoderma;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Nonsyndromic_genetic_hearing_loss;GJB2-related_disorder;Rare_genetic_deafness;Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_104;Hearing_impairment;Hereditary_palmoplantar_keratoderma;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Ear_malformation",center,1
"Mutilating_keratoderma;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Nonsyndromic_genetic_hearing_loss;GJB2-related_disorder;Rare_genetic_deafness;Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Inborn_genetic_diseases;See_cases",center,1
Myelodysplastic_syndrome;Deafness-lymphedema-leukemia_syndrome;GATA2_deficiency_with_susceptibility_to_MDS/AML,center,1
Myoepithelial_tumor;Dilated_cardiomyopathy_1J;Autosomal_dominant_nonsyndromic_hearing_loss_10;Cardiovascular_phenotype,center,1
"NARS2-related_disorder;Combined_oxidative_phosphorylation_defect_type_24;Hearing_loss,_autosomal_recessive_94;Inborn_genetic_diseases",center,1
