disease_names,mut_type,count
GJB2-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_nonsyndromic_hearing_loss_3A,DEL,1
"GJB2-related_disorder;Hearing_loss;Rare_genetic_deafness;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;nonsyndromic_sensorineural_hearing_loss;Hearing_impairment",SNP,1
"GJB2-related_disorder;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Autosomal_recessive_nonsyndromic_hearing_loss_1A",SNP,1
"GJB2-related_disorder;Mutilating_keratoderma;Palmoplantar_keratoderma-deafness_syndrome;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Nonsyndromic_genetic_hearing_loss",SNP,1
"GJB2-related_disorder;Mutilating_keratoderma;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Rare_genetic_deafness;Hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Nonsyndromic_genetic_hearing_loss;Hearing_impairment",SNP,1
"GJB2-related_disorder;Nonsyndromic_Deafness;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Nonsyndromic_genetic_hearing_loss",SNP,1
"GJB2-related_disorder;Nonsyndromic_Deafness;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_nonsyndromic_hearing_loss_3A",SNP,1
GJB2-related_disorder;Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Hearing_impairment,DEL,1
"GJB2-related_disorder;Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A",SNP,1
"GJB2-related_disorder;Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Mutilating_keratoderma",SNP,1
"GJB2-related_disorder;Rare_genetic_deafness;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Mutilating_keratoderma;Nonsyndromic_genetic_hearing_loss;Hearing_impairment",SNP,1
"GJB2-related_disorder;Rare_genetic_deafness;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Mutilating_keratoderma;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome",SNP,1
"GJB2-related_disorder;Rare_genetic_deafness;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Hearing_impairment",SNP,1
"GJB2-related_disorder;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Ear_malformation",INS,1
"GJB2-related_disorder;Rare_genetic_deafness;Inborn_genetic_diseases;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Mutilating_keratoderma;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Hearing_impairment",DEL,1
GJB2-related_disorder;Rare_genetic_deafness;nonsyndromic_sensorineural_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_nonsyndromic_hearing_loss_3A,SNP,1
"GJB2-related_disorder;nonsyndromic_sensorineural_hearing_loss;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A",SNP,1
GJB6-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_3B;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Hidrotic_ectodermal_dysplasia_syndrome,SNP,1
GJB6-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Hidrotic_ectodermal_dysplasia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3B,SNP,1
GRACILE_syndrome;Inborn_genetic_diseases;Mitochondrial_complex_III_deficiency_nuclear_type_1;Pili_torti-deafness_syndrome,SNP,1
GRACILE_syndrome;Mitochondrial_complex_III_deficiency_nuclear_type_1;Pili_torti-deafness_syndrome,SNP,6
GRACILE_syndrome;Mitochondrial_complex_III_deficiency_nuclear_type_1;Pili_torti-deafness_syndrome,INS,2
GRACILE_syndrome;Mitochondrial_complex_III_deficiency_nuclear_type_1;Pili_torti-deafness_syndrome,DEL,1
GRACILE_syndrome;Mitochondrial_complex_III_deficiency_nuclear_type_1;Pili_torti-deafness_syndrome;Leigh_syndrome,SNP,2
GRACILE_syndrome;Pili_torti-deafness_syndrome,SNP,5
GRACILE_syndrome;Pili_torti-deafness_syndrome;Mitochondrial_complex_III_deficiency_nuclear_type_1,SNP,33
GRACILE_syndrome;Pili_torti-deafness_syndrome;Mitochondrial_complex_III_deficiency_nuclear_type_1,DEL,5
GRXCR1-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_25,SNP,1
"Galactosylceramide_beta-galactosidase_deficiency;Retinitis_pigmentosa-deafness_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_12;Hearing_loss,_autosomal_recessive;Usher_syndrome_type_1D;Atypical_Gaucher_Disease;Usher_syndrome_type_1;Combined_PSAP_deficiency;Metachromatic_leukodystrophy",SNP,1
Galactosylceramide_beta-galactosidase_deficiency;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Atypical_Gaucher_Disease;Usher_syndrome_type_1;Combined_PSAP_deficiency;Metachromatic_leukodystrophy,SNP,1
Gaucher_disease_due_to_saposin_C_deficiency;Combined_PSAP_deficiency;Krabbe_disease_due_to_saposin_A_deficiency;Sphingolipid_activator_protein_1_deficiency;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,SNP,1
"Gaucher_disease_due_to_saposin_C_deficiency;Retinitis_pigmentosa-deafness_syndrome;Sphingolipid_activator_protein_1_deficiency;Combined_PSAP_deficiency;Hearing_loss,_autosomal_recessive;Krabbe_disease_due_to_saposin_A_deficiency",SNP,1
"Glaucoma,_normal_tension,_susceptibility_to;Mitochondrial_DNA_depletion_syndrome_14_(cardioencephalomyopathic_type);Optic_atrophy_with_or_without_deafness,_ophthalmoplegia,_myopathy,_ataxia,_and_neuropathy;Autosomal_dominant_optic_atrophy_classic_form;Abortive_cerebellar_ataxia",SNP,1
"Glycogen_storage_disease,_type_II;Rare_genetic_deafness",SNP,1
"HGF-related_disorder;Nonsyndromic_Hearing_Loss,_Mixed",SNP,1
HOXA2-related_disorder;Bilateral_microtia-deafness-cleft_palate_syndrome,SNP,1
Hearing_impairment,SNP,183
Hearing_impairment,DEL,9
Hearing_impairment,INS,4
"Hearing_impairment;Aganglionosis,_total_intestinal;Hirschsprung_disease,_susceptibility_to,_2;Waardenburg_syndrome_type_4A;Inborn_genetic_diseases;Hearing_loss,_autosomal_recessive",SNP,1
"Hearing_impairment;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss",SNP,1
Hearing_impairment;Autosomal_dominant_nonsyndromic_hearing_loss_12;TECTA-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_21;Nonsyndromic_genetic_hearing_loss,SNP,1
Hearing_impairment;Autosomal_dominant_nonsyndromic_hearing_loss_4A,SNP,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Retinal_dystrophy;Usher_syndrome_type_1,SNP,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_15,SNP,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_29,SNP,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_3,SNP,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_30,SNP,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_30;Inborn_genetic_diseases,SNP,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_37;Autosomal_dominant_nonsyndromic_hearing_loss_22;Infertility_disorder;Male_infertility,SNP,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_48;Usher_syndrome_type_1J;Retinal_dystrophy,SNP,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_77,DEL,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_77,SNP,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_9,SNP,2
Hearing_impairment;Baraitser-winter_syndrome_2;Autosomal_dominant_nonsyndromic_hearing_loss_20;Rare_genetic_deafness,SNP,1
Hearing_impairment;Bilateral_sensorineural_hearing_impairment,SNP,1
Hearing_impairment;Branchiootic_syndrome_1;Otofaciocervical_syndrome_1;Melnick-Fraser_syndrome,SNP,1
Hearing_impairment;COL2A1-related_disorder;Type_II_Collagenopathies;Stickler_syndrome_type_1,SNP,1
"Hearing_impairment;Deafness,_autosomal_dominant_39,_with_dentinogenesis_imperfecta_1",SNP,1
"Hearing_impairment;Hearing_loss,_autosomal_dominant_37",SNP,1
"Hearing_impairment;Hearing_loss,_autosomal_recessive_113;Autosomal_dominant_nonsyndromic_hearing_loss_4B",SNP,1
"Hearing_impairment;Hypoparathyroidism,_deafness,_renal_disease_syndrome",SNP,1
Hearing_impairment;Inborn_genetic_diseases,SNP,5
Hearing_impairment;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_30,SNP,1
Hearing_impairment;Nonsyndromic_genetic_hearing_loss,SNP,1
Hearing_impairment;Nonsyndromic_genetic_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_36;Autosomal_recessive_nonsyndromic_hearing_loss_7,SNP,1
Hearing_impairment;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_8,INS,1
Hearing_impairment;Renal_tubular_acidosis_with_progressive_nerve_deafness,SNP,1
Hearing_impairment;Retinal_dystrophy,SNP,2
Hearing_impairment;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,SNP,1
Hearing_impairment;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy,SNP,1
Hearing_impairment;Sensorineural_deafness_with_mild_renal_dysfunction;Bartter_disease_type_4A,SNP,1
Hearing_impairment;Usher_syndrome_type_1,SNP,2
Hearing_impairment;Usher_syndrome_type_1;CDH23-related_disorder,SNP,1
Hearing_impairment;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy,SNP,2
Hearing_impairment;Usher_syndrome_type_2A;Usher_syndrome;Progressive_cone_dystrophy_(without_rod_involvement);Retinitis_pigmentosa,SNP,1
Hearing_loss,SNP,3
"Hearing_loss,_X-linked_1",SNP,7
"Hearing_loss,_X-linked_1;Charcot-Marie-Tooth_Neuropathy_X",SNP,1
"Hearing_loss,_X-linked_1;Charcot-Marie-Tooth_disease_X-linked_recessive_5",SNP,1
"Hearing_loss,_X-linked_1;Charcot-Marie-Tooth_disease_X-linked_recessive_5;Phosphoribosylpyrophosphate_synthetase_superactivity;Arts_syndrome;History_of_neurodevelopmental_disorder;Charcot-Marie-Tooth_Neuropathy_X",SNP,1
"Hearing_loss,_X-linked_1;Phosphoribosylpyrophosphate_synthetase_superactivity;Arts_syndrome",SNP,4
"Hearing_loss,_X-linked_4",SNP,15
"Hearing_loss,_X-linked_4",DEL,4
"Hearing_loss,_X-linked_4;SMPX-related_disorder",SNP,1
"Hearing_loss,_X-linked_6",SNP,53
"Hearing_loss,_X-linked_6",INS,2
"Hearing_loss,_X-linked_6",DEL,1
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Keratitis_fugax_hereditaria",SNP,1
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Keratitis_fugax_hereditaria;Cryopyrin_associated_periodic_syndrome",SNP,5
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Cryopyrin_associated_periodic_syndrome",SNP,7
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Inborn_genetic_diseases;Cryopyrin_associated_periodic_syndrome",SNP,1
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1",SNP,1
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Cryopyrin_associated_periodic_syndrome",SNP,14
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;NLRP3-related_disorder;Cryopyrin_associated_periodic_syndrome",SNP,3
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Familial_cold_autoinflammatory_syndrome_1;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Cryopyrin_associated_periodic_syndrome",SNP,3
"Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Familial_cold_autoinflammatory_syndrome_1;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;NLRP3-related_disorder;Cryopyrin_associated_periodic_syndrome",SNP,1
"Hearing_loss,_autosomal_dominant_37",SNP,17
"Hearing_loss,_autosomal_dominant_37",OTHER,1
"Hearing_loss,_autosomal_dominant_37;Fibrochondrogenesis_1;Marshall_syndrome;Stickler_syndrome_type_2",SNP,4
"Hearing_loss,_autosomal_dominant_37;Fibrochondrogenesis_1;Stickler_syndrome_type_2",SNP,1
"Hearing_loss,_autosomal_dominant_37;Hearing_impairment",SNP,1
"Hearing_loss,_autosomal_dominant_37;Inborn_genetic_diseases",SNP,1
"Hearing_loss,_autosomal_dominant_37;Intervertebral_disc_disorder;Stickler_syndrome_type_2;Fibrochondrogenesis_1;Marshall_syndrome",SNP,1
"Hearing_loss,_autosomal_dominant_37;Marshall_syndrome;Stickler_syndrome_type_2",SNP,1
"Hearing_loss,_autosomal_dominant_37;Stickler_syndrome_type_2;Fibrochondrogenesis_1;Connective_tissue_disorder;Marshall_syndrome",DEL,1
"Hearing_loss,_autosomal_dominant_37;Stickler_syndrome_type_2;Marshall_syndrome",SNP,2
"Hearing_loss,_autosomal_dominant_73",SNP,10
"Hearing_loss,_autosomal_dominant_73;Autosomal_recessive_nonsyndromic_hearing_loss_84A",INS,2
"Hearing_loss,_autosomal_dominant_73;Autosomal_recessive_nonsyndromic_hearing_loss_84A",SNP,2
"Hearing_loss,_autosomal_dominant_88;Nonsyndromic_Deafness",DEL,1
"Hearing_loss,_autosomal_dominant_90",SNP,1
"Hearing_loss,_autosomal_dominant_90;Autosomal_recessive_nonsyndromic_hearing_loss_30",SNP,2
"Hearing_loss,_autosomal_dominant_90;Autosomal_recessive_nonsyndromic_hearing_loss_30;Inborn_genetic_diseases",SNP,1
"Hearing_loss,_autosomal_recessive",SNP,54
"Hearing_loss,_autosomal_recessive",INS,48
"Hearing_loss,_autosomal_recessive",DEL,39
"Hearing_loss,_autosomal_recessive",OTHER,1
"Hearing_loss,_autosomal_recessive;Atypical_Gaucher_Disease;Combined_PSAP_deficiency;Gaucher_disease_due_to_saposin_C_deficiency;Sphingolipid_activator_protein_1_deficiency;Krabbe_disease_due_to_saposin_A_deficiency;Metachromatic_leukodystrophy;Retinitis_pigmentosa-deafness_syndrome;Galactosylceramide_beta-galactosidase_deficiency",SNP,1
"Hearing_loss,_autosomal_recessive;Auditory_neuropathy_spectrum_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_9",SNP,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D",SNP,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_12;Retinitis_pigmentosa-deafness_syndrome",SNP,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_23",SNP,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_28",DEL,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1",SNP,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1",SNP,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_3",SNP,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_4",INS,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_42",DEL,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_4;Pendred_syndrome;Rare_genetic_deafness",SNP,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_7",SNP,2
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_77",DEL,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_8",INS,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_9",SNP,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_9;Rare_genetic_deafness",SNP,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_9;Rare_genetic_deafness;OTOF-related_disorder;Nonsyndromic_genetic_hearing_loss",SNP,1
"Hearing_loss,_autosomal_recessive;Autosomal_recessive_sensorineural_hearing_loss",SNP,1
"Hearing_loss,_autosomal_recessive;Bilateral_sensorineural_hearing_impairment",SNP,2
"Hearing_loss,_autosomal_recessive;CABP2-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_93",SNP,1
"Hearing_loss,_autosomal_recessive;Chudley-McCullough_syndrome",DEL,1
"Hearing_loss,_autosomal_recessive;Congenital_sensorineural_hearing_impairment",SNP,1
"Hearing_loss,_autosomal_recessive;Deafness",SNP,14
"Hearing_loss,_autosomal_recessive;Deafness",DEL,7
"Hearing_loss,_autosomal_recessive;Deafness",INS,3
"Hearing_loss,_autosomal_recessive;Deafness;Autosomal_recessive_nonsyndromic_hearing_loss_2",SNP,1
"Hearing_loss,_autosomal_recessive;Hearing_impairment",SNP,1
"Hearing_loss,_autosomal_recessive;Inborn_genetic_diseases",SNP,2
"Hearing_loss,_autosomal_recessive;Nonsyndromic_Hearing_Loss,_Dominant",DEL,10
"Hearing_loss,_autosomal_recessive;Nonsyndromic_Hearing_Loss,_Dominant",INS,2
"Hearing_loss,_autosomal_recessive;Nonsyndromic_Hearing_Loss,_Dominant;Retinitis_pigmentosa-deafness_syndrome",SNP,1
"Hearing_loss,_autosomal_recessive;Nonsyndromic_genetic_hearing_loss;Deafness",SNP,1
"Hearing_loss,_autosomal_recessive;Pendred_syndrome",INS,1
"Hearing_loss,_autosomal_recessive;Pendred_syndrome",SNP,1
"Hearing_loss,_autosomal_recessive;Pendred_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_4",INS,1
"Hearing_loss,_autosomal_recessive;Pendred_syndrome;Deafness",SNP,1
"Hearing_loss,_autosomal_recessive;Pituitary_adenoma_5,_multiple_types",SNP,1
"Hearing_loss,_autosomal_recessive;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12",SNP,1
"Hearing_loss,_autosomal_recessive;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_3",SNP,1
"Hearing_loss,_autosomal_recessive;Retinitis_pigmentosa-deafness_syndrome",DEL,2
"Hearing_loss,_autosomal_recessive;Retinitis_pigmentosa-deafness_syndrome",SNP,2
"Hearing_loss,_autosomal_recessive;Retinitis_pigmentosa-deafness_syndrome;Nonsyndromic_Hearing_Loss,_Dominant",SNP,2
"Hearing_loss,_autosomal_recessive;Sensorineural_deafness_with_mild_renal_dysfunction;Bartter_disease_type_4A;Bartter_syndrome",SNP,1
"Hearing_loss,_autosomal_recessive;Usher_syndrome_type_1",DEL,1
"Hearing_loss,_autosomal_recessive;Usher_syndrome_type_1B;Retinitis_pigmentosa-deafness_syndrome;Nonsyndromic_Hearing_Loss,_Dominant",SNP,1
"Hearing_loss,_autosomal_recessive;Usher_syndrome_type_1D",SNP,1
"Hearing_loss,_autosomal_recessive_106;Autosomal_recessive_nonsyndromic_hearing_loss_102",SNP,1
"Hearing_loss,_autosomal_recessive_110",SNP,2
"Hearing_loss,_autosomal_recessive_110",DEL,1
"Hearing_loss,_autosomal_recessive_110",INS,1
"Hearing_loss,_autosomal_recessive_110;Autosomal_dominant_nonsyndromic_hearing_loss_9",SNP,4
"Hearing_loss,_autosomal_recessive_110;Autosomal_dominant_nonsyndromic_hearing_loss_9;Prelingual_sensorineural_hearing_impairment",SNP,1
"Hearing_loss,_autosomal_recessive_110;Hearing_impairment",SNP,1
"Hearing_loss,_autosomal_recessive_113",SNP,3
"Hearing_loss,_autosomal_recessive_113;Autosomal_dominant_nonsyndromic_hearing_loss_4B",SNP,2
"Hearing_loss,_autosomal_recessive_113;Autosomal_dominant_nonsyndromic_hearing_loss_4B",OTHER,1
"Hearing_loss,_autosomal_recessive_113;Nonsyndromic_genetic_hearing_loss",SNP,1
"Hearing_loss,_autosomal_recessive_57",SNP,15
"Hearing_loss,_autosomal_recessive_57",DEL,7
"Hearing_loss,_autosomal_recessive_57",INS,2
"Hearing_loss,_autosomal_recessive_57;Inborn_genetic_diseases",DEL,1
"Hearing_loss,_autosomal_recessive_57;PDZD7-related_disorder;Usher_syndrome_type_2A;Usher_syndrome_type_2C",SNP,1
"Hearing_loss,_autosomal_recessive_57;Usher_syndrome,_type_IIC,_GPR98/PDZD7_digenic",SNP,1
"Hearing_loss,_autosomal_recessive_57;Usher_syndrome_type_2C",SNP,4
"Hearing_loss,_autosomal_recessive_57;Usher_syndrome_type_2C",DEL,1
"Hearing_loss,_autosomal_recessive_57;Usher_syndrome_type_2C",INS,1
"Hearing_loss,_autosomal_recessive_94",SNP,2
"Hearing_loss,_autosomal_recessive_94;Combined_oxidative_phosphorylation_defect_type_24",SNP,2
"Hearing_loss,_autosomal_recessive_94;Combined_oxidative_phosphorylation_defect_type_24;Inborn_genetic_diseases",SNP,2
"Hearing_loss,_autosomal_recessive_94;Inborn_genetic_diseases",SNP,1
"Hearing_loss;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Nonsyndromic_genetic_hearing_loss;GJB2-related_disorder;Rare_genetic_deafness;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Hearing_impairment;See_cases;Nonsyndromic_Deafness",SNP,1
"Hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Nonsyndromic_genetic_hearing_loss;GJB2-related_disorder;Rare_genetic_deafness;Hearing_impairment",SNP,1
