disease_names,tt,count
FGFR2-related_craniosynostosis;Autosomal_dominant_syndrome_including_deafness,transition,1
Familial_amyloid_nephropathy_with_urticaria_AND_deafness,transversion,3
"Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1",transition,2
Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1,transition,1
"Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Cryopyrin_associated_periodic_syndrome;NLRP3-related_disorder",transition,1
"Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome",transversion,21
"Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome",transition,17
"Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Familial_cold_autoinflammatory_syndrome_1;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Cryopyrin_associated_periodic_syndrome",transversion,1
"Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Familial_cold_autoinflammatory_syndrome_1;Cryopyrin_associated_periodic_syndrome",transition,1
"Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Familial_cold_autoinflammatory_syndrome_1;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;NLRP3-related_disorder",transition,1
"Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1",transition,1
"Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1;Cryopyrin_associated_periodic_syndrome",transition,7
"Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1;Cryopyrin_associated_periodic_syndrome;Autoinflammatory_syndrome",transition,1
"Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1;Cryopyrin_associated_periodic_syndrome;Autoinflammatory_syndrome",transversion,1
"Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1;Cryopyrin_associated_periodic_syndrome;Inborn_genetic_diseases",transition,2
"Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation",transition,1
"Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Cryopyrin_associated_periodic_syndrome",transition,1
"Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Familial_cold_autoinflammatory_syndrome_1;Cryopyrin_associated_periodic_syndrome",transition,2
"Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Keratitis_fugax_hereditaria;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Familial_cold_autoinflammatory_syndrome_1;Cryopyrin_associated_periodic_syndrome;Autoinflammatory_syndrome",transition,2
"Familial_cold_autoinflammatory_syndrome_1;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness",transition,3
"Familial_cold_autoinflammatory_syndrome_1;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness",transversion,1
"Familial_cold_autoinflammatory_syndrome_1;Cryopyrin_associated_periodic_syndrome;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness",transition,1
"Familial_cold_autoinflammatory_syndrome_1;Cryopyrin_associated_periodic_syndrome;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness",transversion,1
"Familial_cold_autoinflammatory_syndrome_1;Cryopyrin_associated_periodic_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome",transition,1
"Familial_cold_autoinflammatory_syndrome_1;Cryopyrin_associated_periodic_syndrome;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome",transversion,1
Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness,transversion,2
"Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome",transition,3
"Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria",transition,1
"Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Autoinflammatory_syndrome;Cryopyrin_associated_periodic_syndrome",transversion,1
"Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Cryopyrin_associated_periodic_syndrome",transition,4
"Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Hearing_loss,_autosomal_dominant_34,_with_or_without_inflammation;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Keratitis_fugax_hereditaria;Cryopyrin_associated_periodic_syndrome",transversion,1
"Familial_colorectal_cancer;Mandibular_hypoplasia-deafness-progeroid_syndrome;Colorectal_cancer,_susceptibility_to,_10;Colorectal_cancer;Hereditary_cancer-predisposing_syndrome",transition,1
"Familial_colorectal_cancer;Mandibular_hypoplasia-deafness-progeroid_syndrome;Colorectal_cancer,_susceptibility_to,_10;Hereditary_cancer-predisposing_syndrome;Immunodeficiency_120",transition,1
Familial_steroid-resistant_nephrotic_syndrome_with_sensorineural_deafness,transition,56
Familial_steroid-resistant_nephrotic_syndrome_with_sensorineural_deafness,transversion,26
Familial_steroid-resistant_nephrotic_syndrome_with_sensorineural_deafness;COQ6-related_disorder,transition,1
Familial_steroid-resistant_nephrotic_syndrome_with_sensorineural_deafness;COQ6-related_disorder,transversion,1
Familial_steroid-resistant_nephrotic_syndrome_with_sensorineural_deafness;Inborn_genetic_diseases,transition,5
"Fibrochondrogenesis_1;Hearing_loss,_autosomal_dominant_37;Intervertebral_disc_disorder;Marshall_syndrome;Stickler_syndrome_type_2",transition,2
"Fibrochondrogenesis_1;Hearing_loss,_autosomal_dominant_37;Marshall_syndrome;Stickler_syndrome_type_2",transversion,5
"Fibrochondrogenesis_1;Hearing_loss,_autosomal_dominant_37;Marshall_syndrome;Stickler_syndrome_type_2",transition,3
"Fibrochondrogenesis_1;Intervertebral_disc_disorder;Marshall_syndrome;Hearing_loss,_autosomal_dominant_37;Stickler_syndrome_type_2",transition,1
"Fibrochondrogenesis_1;Intervertebral_disc_disorder;Stickler_syndrome_type_2;Marshall_syndrome;Hearing_loss,_autosomal_dominant_37;COL11A1-related_disorder",transversion,1
"Fibrochondrogenesis_1;Marshall_syndrome;Hearing_loss,_autosomal_dominant_37;Intervertebral_disc_disorder;Stickler_syndrome_type_2",transversion,1
"Fibrochondrogenesis_1;Marshall_syndrome;Hearing_loss,_autosomal_dominant_37;Stickler_syndrome_type_2",transition,1
"Fibrochondrogenesis_1;Marshall_syndrome;Intervertebral_disc_disorder;Stickler_syndrome_type_2;Hearing_loss,_autosomal_dominant_37",transversion,1
"Fibrochondrogenesis_1;Marshall_syndrome;Stickler_syndrome_type_2;Intervertebral_disc_disorder;Hearing_loss,_autosomal_dominant_37;COL11A1-related_disorder",transition,1
"Fibrochondrogenesis_1;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Nonsyndromic_Hearing_Loss,_Dominant;Stickler_Syndrome,_Dominant",transition,1
"Fibrochondrogenesis_2;Autosomal_dominant_nonsyndromic_hearing_loss_13;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Stickler_Syndrome,_Dominant",transition,1
"Fibrochondrogenesis_2;Autosomal_recessive_nonsyndromic_hearing_loss_53;Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive",transversion,1
"Fibrochondrogenesis_2;Autosomal_recessive_nonsyndromic_hearing_loss_53;Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Stickler_Syndrome,_Dominant",transversion,1
"Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_53;Autosomal_dominant_nonsyndromic_hearing_loss_13",transition,1
"Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Autosomal_dominant_nonsyndromic_hearing_loss_13",transition,3
"Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Autosomal_dominant_nonsyndromic_hearing_loss_13",transversion,2
Focal_segmental_glomerulosclerosis;MYH9-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_17,transition,1
GATA2-related_disorder;Acute_myeloid_leukemia;Inborn_genetic_diseases;Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections;Predisposition_to_myelodysplastic_syndrome,transition,1
GATA2-related_disorder;Acute_myeloid_leukemia;Monocytopenia_with_susceptibility_to_infections;Deafness-lymphedema-leukemia_syndrome;Hereditary_cancer-predisposing_syndrome;Inborn_genetic_diseases,transversion,1
GATA2-related_disorder;Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections,transversion,3
GATA2-related_disorder;Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections;Inborn_genetic_diseases,transition,2
GATA2-related_disorder;Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections;Inborn_genetic_diseases,transversion,1
GATA2-related_disorder;GATA2_deficiency_with_susceptibility_to_MDS/AML;Deafness-lymphedema-leukemia_syndrome,transversion,1
GATA2-related_disorder;GATA2_deficiency_with_susceptibility_to_MDS/AML;Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections;Myelodysplastic_syndrome;Acute_myeloid_leukemia,transition,1
GATA2-related_disorder;Hereditary_cancer-predisposing_syndrome;Inborn_genetic_diseases;Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections,transition,2
GATA2-related_disorder;Inborn_genetic_diseases;Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections,transition,1
GATA2-related_disorder;Inborn_genetic_diseases;Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections;Acute_myeloid_leukemia,transition,1
GATA2-related_disorder;Inborn_genetic_diseases;Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections;Acute_myeloid_leukemia;Hereditary_cancer-predisposing_syndrome,transition,1
GATA2-related_disorder;Inborn_genetic_diseases;Monocytopenia_with_susceptibility_to_infections;Deafness-lymphedema-leukemia_syndrome;Acute_myeloid_leukemia,transition,1
GATA2-related_disorder;Monocytopenia_with_susceptibility_to_infections;Deafness-lymphedema-leukemia_syndrome;Inborn_genetic_diseases;Hereditary_cancer-predisposing_syndrome,transversion,1
GATA2_deficiency_with_susceptibility_to_MDS/AML;Deafness-lymphedema-leukemia_syndrome,transversion,25
GATA2_deficiency_with_susceptibility_to_MDS/AML;Deafness-lymphedema-leukemia_syndrome,transition,10
GATA2_deficiency_with_susceptibility_to_MDS/AML;Deafness-lymphedema-leukemia_syndrome;Inborn_genetic_diseases,transversion,1
GATA2_deficiency_with_susceptibility_to_MDS/AML;Deafness-lymphedema-leukemia_syndrome;Inborn_genetic_diseases;Monocytopenia_with_susceptibility_to_infections,transition,1
GATA2_deficiency_with_susceptibility_to_MDS/AML;Deafness-lymphedema-leukemia_syndrome;Inborn_genetic_diseases;Monocytopenia_with_susceptibility_to_infections;Myelodysplastic_syndrome;Acute_myeloid_leukemia,transition,1
GATA2_deficiency_with_susceptibility_to_MDS/AML;Deafness-lymphedema-leukemia_syndrome;Monocytopenia_with_susceptibility_to_infections,transition,1
GATA2_deficiency_with_susceptibility_to_MDS/AML;Deafness-lymphedema-leukemia_syndrome;Myelodysplastic_syndrome;Monocytopenia_with_susceptibility_to_infections;Acute_myeloid_leukemia;Inborn_genetic_diseases,transversion,1
GATA2_deficiency_with_susceptibility_to_MDS/AML;Monocytopenia_with_susceptibility_to_infections;Deafness-lymphedema-leukemia_syndrome,transversion,1
"GATA3-related_disorder;Hypoparathyroidism,_deafness,_renal_disease_syndrome",transition,4
"GATA3-related_disorder;Hypoparathyroidism,_deafness,_renal_disease_syndrome;Inborn_genetic_diseases",transversion,1
GIPC3-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_15,transition,1
GJB2-related_disorder,transition,2
"GJB2-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Nonsyndromic_genetic_hearing_loss",transition,1
"GJB2-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Inborn_genetic_diseases",transition,1
"GJB2-related_disorder;Hearing_loss;Rare_genetic_deafness;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;nonsyndromic_sensorineural_hearing_loss;Hearing_impairment",transition,1
"GJB2-related_disorder;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Autosomal_recessive_nonsyndromic_hearing_loss_1A",transition,1
"GJB2-related_disorder;Mutilating_keratoderma;Palmoplantar_keratoderma-deafness_syndrome;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Nonsyndromic_genetic_hearing_loss",transversion,1
"GJB2-related_disorder;Mutilating_keratoderma;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Rare_genetic_deafness;Hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Nonsyndromic_genetic_hearing_loss;Hearing_impairment",transition,1
"GJB2-related_disorder;Nonsyndromic_Deafness;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Nonsyndromic_genetic_hearing_loss",transition,1
"GJB2-related_disorder;Nonsyndromic_Deafness;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_nonsyndromic_hearing_loss_3A",transition,1
"GJB2-related_disorder;Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A",transition,1
"GJB2-related_disorder;Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Mutilating_keratoderma",transition,1
"GJB2-related_disorder;Rare_genetic_deafness;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Mutilating_keratoderma;Nonsyndromic_genetic_hearing_loss;Hearing_impairment",transversion,1
"GJB2-related_disorder;Rare_genetic_deafness;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Mutilating_keratoderma;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome",transition,1
"GJB2-related_disorder;Rare_genetic_deafness;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Hearing_impairment",transition,1
GJB2-related_disorder;Rare_genetic_deafness;nonsyndromic_sensorineural_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_nonsyndromic_hearing_loss_3A,transition,1
"GJB2-related_disorder;nonsyndromic_sensorineural_hearing_loss;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A",transversion,1
GJB6-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_3B;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Hidrotic_ectodermal_dysplasia_syndrome,transition,1
GJB6-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Hidrotic_ectodermal_dysplasia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3B,transition,1
GRACILE_syndrome;Inborn_genetic_diseases;Mitochondrial_complex_III_deficiency_nuclear_type_1;Pili_torti-deafness_syndrome,transition,1
GRACILE_syndrome;Mitochondrial_complex_III_deficiency_nuclear_type_1;Pili_torti-deafness_syndrome,transversion,4
GRACILE_syndrome;Mitochondrial_complex_III_deficiency_nuclear_type_1;Pili_torti-deafness_syndrome,transition,2
GRACILE_syndrome;Mitochondrial_complex_III_deficiency_nuclear_type_1;Pili_torti-deafness_syndrome;Leigh_syndrome,transition,2
GRACILE_syndrome;Pili_torti-deafness_syndrome,transition,5
GRACILE_syndrome;Pili_torti-deafness_syndrome;Mitochondrial_complex_III_deficiency_nuclear_type_1,transition,21
GRACILE_syndrome;Pili_torti-deafness_syndrome;Mitochondrial_complex_III_deficiency_nuclear_type_1,transversion,12
GRXCR1-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_25,transversion,1
"Galactosylceramide_beta-galactosidase_deficiency;Retinitis_pigmentosa-deafness_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_12;Hearing_loss,_autosomal_recessive;Usher_syndrome_type_1D;Atypical_Gaucher_Disease;Usher_syndrome_type_1;Combined_PSAP_deficiency;Metachromatic_leukodystrophy",transition,1
Galactosylceramide_beta-galactosidase_deficiency;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Atypical_Gaucher_Disease;Usher_syndrome_type_1;Combined_PSAP_deficiency;Metachromatic_leukodystrophy,transversion,1
Gaucher_disease_due_to_saposin_C_deficiency;Combined_PSAP_deficiency;Krabbe_disease_due_to_saposin_A_deficiency;Sphingolipid_activator_protein_1_deficiency;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,transversion,1
"Gaucher_disease_due_to_saposin_C_deficiency;Retinitis_pigmentosa-deafness_syndrome;Sphingolipid_activator_protein_1_deficiency;Combined_PSAP_deficiency;Hearing_loss,_autosomal_recessive;Krabbe_disease_due_to_saposin_A_deficiency",transition,1
"Glaucoma,_normal_tension,_susceptibility_to;Mitochondrial_DNA_depletion_syndrome_14_(cardioencephalomyopathic_type);Optic_atrophy_with_or_without_deafness,_ophthalmoplegia,_myopathy,_ataxia,_and_neuropathy;Autosomal_dominant_optic_atrophy_classic_form;Abortive_cerebellar_ataxia",transition,1
"Glycogen_storage_disease,_type_II;Rare_genetic_deafness",transition,1
"HGF-related_disorder;Nonsyndromic_Hearing_Loss,_Mixed",transition,1
HOXA2-related_disorder;Bilateral_microtia-deafness-cleft_palate_syndrome,transversion,1
Hearing_impairment,transition,112
Hearing_impairment,transversion,71
"Hearing_impairment;Aganglionosis,_total_intestinal;Hirschsprung_disease,_susceptibility_to,_2;Waardenburg_syndrome_type_4A;Inborn_genetic_diseases;Hearing_loss,_autosomal_recessive",transition,1
"Hearing_impairment;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss",transition,1
Hearing_impairment;Autosomal_dominant_nonsyndromic_hearing_loss_12;TECTA-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_21;Nonsyndromic_genetic_hearing_loss,transversion,1
Hearing_impairment;Autosomal_dominant_nonsyndromic_hearing_loss_4A,transition,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Retinal_dystrophy;Usher_syndrome_type_1,transition,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_15,transition,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_29,transition,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_3,transition,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_30,transversion,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_30;Inborn_genetic_diseases,transversion,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_37;Autosomal_dominant_nonsyndromic_hearing_loss_22;Infertility_disorder;Male_infertility,transversion,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_48;Usher_syndrome_type_1J;Retinal_dystrophy,transition,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_77,transition,1
Hearing_impairment;Autosomal_recessive_nonsyndromic_hearing_loss_9,transition,2
Hearing_impairment;Baraitser-winter_syndrome_2;Autosomal_dominant_nonsyndromic_hearing_loss_20;Rare_genetic_deafness,transition,1
Hearing_impairment;Bilateral_sensorineural_hearing_impairment,transition,1
Hearing_impairment;Branchiootic_syndrome_1;Otofaciocervical_syndrome_1;Melnick-Fraser_syndrome,transversion,1
Hearing_impairment;COL2A1-related_disorder;Type_II_Collagenopathies;Stickler_syndrome_type_1,transition,1
"Hearing_impairment;Deafness,_autosomal_dominant_39,_with_dentinogenesis_imperfecta_1",transversion,1
"Hearing_impairment;Hearing_loss,_autosomal_dominant_37",transition,1
"Hearing_impairment;Hearing_loss,_autosomal_recessive_113;Autosomal_dominant_nonsyndromic_hearing_loss_4B",transition,1
"Hearing_impairment;Hypoparathyroidism,_deafness,_renal_disease_syndrome",transition,1
Hearing_impairment;Inborn_genetic_diseases,transition,5
Hearing_impairment;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_30,transversion,1
Hearing_impairment;Nonsyndromic_genetic_hearing_loss,transition,1
